City,City_Tier,Property_Type,BHK,Builtup_Area_sqft,Property_Age_years,Floor,Total_Floors,Furnishing,Parking,Distance_to_Metro_km,Distance_to_School_km,Distance_to_Hospital_km,Average_Area_Price_sqft,Rental_Yield_percent,Annual_Rent,Property_Price,Investment_Category
Tiruchirappalli,Tier_3,Apartment,1,908,14,1,8,Fully-Furnished,Open,7.78,6.92,5.24,3264,3.68,101789,2766016,High ROI
Jamshedpur,Tier_3,Apartment,2,1052,37,5,11,Semi-Furnished,Open,4.96,1.29,2.94,1319,2.84,40194,1415309,Medium ROI
Agra,Tier_3,Apartment,2,1145,9,6,9,Unfurnished,Covered,2.18,1.5,5.46,2110,3.65,91625,2510288,High ROI
Aurangabad,Tier_3,Apartment,2,1011,3,6,11,Fully-Furnished,Covered,3.62,2.03,6.22,2599,3.76,97149,2583760,High ROI
Vasai-Virar,Tier_3,Plot,2,1496,21,0,1,Unfurnished,Covered,6.99,4.4,3.2,2262,2.36,85980,3643242,Low ROI
Chandrapur,Tier_3,Apartment,3,1128,19,3,6,Fully-Furnished,Open,0.79,1.52,1.28,2819,4.12,133739,3246112,High ROI
Panipat,Tier_3,Independent House,4,1472,1,0,2,Fully-Furnished,Open,2.54,0.93,0.94,3330,5.16,267461,5183361,High ROI
Warangal,Tier_3,Independent House,2,1192,0,0,2,Unfurnished,Covered,2.77,0.66,5.12,2516,3.48,100834,2897539,Medium ROI
Nanded,Tier_3,Independent House,3,1309,3,0,1,Fully-Furnished,Covered,7.75,4.05,4.4,3440,4.84,223282,4613267,High ROI
Mangalore,Tier_3,Apartment,3,1290,11,3,9,Unfurnished,Open,4.8,1.53,3.99,2176,4.39,114958,2618634,High ROI
Mysore,Tier_3,Villa,4,2987,7,0,2,Fully-Furnished,Open,4.67,3.86,5.34,4148,5.13,632754,12334397,High ROI
Kanpur,Tier_2,Plot,1,1417,17,0,3,Fully-Furnished,Open,10.35,3.99,0.66,3764,1.5,76074,5071629,Low ROI
Ludhiana,Tier_3,Apartment,3,1347,34,1,6,Unfurnished,Open,2.29,2.37,1.24,1774,3.58,81437,2274796,High ROI
Visakhapatnam,Tier_3,Apartment,3,1126,1,1,7,Fully-Furnished,Open,8.5,4.12,5.22,2682,3.99,122485,3069820,High ROI
Aurangabad,Tier_3,Independent House,4,1047,16,0,3,Fully-Furnished,None,4.84,4.19,3.43,3003,3.67,112274,3059253,High ROI
Ludhiana,Tier_3,Apartment,3,1104,23,1,13,Unfurnished,Covered,3.55,0.17,6.45,2163,3.33,78327,2352169,Medium ROI
Gaya,Tier_3,Plot,3,1392,2,0,1,Semi-Furnished,Covered,1.39,1.1,3.49,2980,4.11,171507,4172943,High ROI
Rourkela,Tier_3,Apartment,2,870,1,0,5,Semi-Furnished,Open,7.95,0.38,7.58,2959,2.76,68697,2489052,Medium ROI
Bhubaneswar,Tier_3,Independent House,3,1390,10,0,1,Semi-Furnished,Open,2.57,4.98,1.14,3360,3.46,164938,4766997,Medium ROI
Aligarh,Tier_3,Apartment,1,421,5,1,7,Semi-Furnished,Covered,3.58,2.05,3.11,2817,4.41,54740,1241292,High ROI
Agra,Tier_3,Apartment,3,1192,13,2,10,Unfurnished,Covered,3.15,2.36,6.62,1938,3.74,80828,2161187,High ROI
Erode,Tier_3,Villa,2,2566,0,0,2,Unfurnished,Covered,3.16,2.63,1.33,3346,2.73,241488,8845738,Medium ROI
Madurai,Tier_3,Independent House,3,1191,0,0,3,Semi-Furnished,Open,9.15,0.28,7.61,3489,3.75,147051,3921382,High ROI
Howrah,Tier_3,Apartment,3,1364,9,4,6,Semi-Furnished,Covered,2.09,2.96,4.77,2360,3.65,121552,3330205,High ROI
Nellore,Tier_3,Apartment,2,1057,0,7,10,Fully-Furnished,Open,3.89,1.55,6.2,3441,4.06,152276,3750663,High ROI
Vadodara,Tier_2,Apartment,3,1398,1,2,5,Fully-Furnished,Open,7.05,0.97,5.93,5791,1.5,123054,8203628,Low ROI
Vadodara,Tier_2,Apartment,2,1161,9,5,6,Fully-Furnished,Covered,3.19,4.32,5.8,5969,2.06,140607,6825609,Low ROI
Cuttack,Tier_3,Plot,4,1527,8,0,1,Fully-Furnished,Covered,6.74,3.17,2.67,2464,2.87,105813,3686893,Medium ROI
Jhansi,Tier_3,Apartment,3,1155,0,3,6,Unfurnished,Open,1.54,4.87,2.04,2301,2.74,74785,2729409,Medium ROI
Pune,Tier_1,Apartment,2,902,0,1,6,Unfurnished,Open,10.26,4.23,5.21,6220,2.82,165537,5870112,Medium ROI
Karnal,Tier_3,Apartment,2,913,1,4,7,Fully-Furnished,Covered,0.36,0.49,3.96,3755,4.36,157743,3617967,High ROI
Jamshedpur,Tier_3,Independent House,3,1219,3,0,2,Fully-Furnished,None,1.12,0.93,4.59,3503,5.15,235818,4578994,High ROI
Salem,Tier_3,Apartment,2,800,1,4,6,Fully-Furnished,Open,7.67,0.69,2.09,2441,3.73,76311,2045883,High ROI
Jalandhar,Tier_3,Apartment,2,1138,42,2,7,Fully-Furnished,None,2.16,2.26,2.29,2147,2.74,70775,2583050,Medium ROI
Srinagar,Tier_3,Villa,2,1710,5,0,1,Fully-Furnished,Open,1.99,6.22,0.86,3666,5.02,326937,6512704,High ROI
Pune,Tier_1,Plot,1,1211,1,0,2,Unfurnished,Open,6.58,5.95,7.58,4297,1.83,99214,5421538,Low ROI
Ujjain,Tier_3,Apartment,2,922,2,0,8,Semi-Furnished,Covered,4.96,0.99,5.8,2230,2.31,47330,2048921,Low ROI
Aligarh,Tier_3,Apartment,2,931,3,4,6,Fully-Furnished,Open,0.55,0.2,1.19,2972,3.52,98476,2797624,High ROI
Tirunelveli,Tier_3,Apartment,4,1445,14,2,3,Semi-Furnished,Covered,0.12,3.8,3.59,2099,4.01,127575,3181439,High ROI
Nizamabad,Tier_3,Independent House,5,1592,2,0,2,Semi-Furnished,Open,6.05,0.17,6.88,3030,2.61,119384,4574106,Medium ROI
Salem,Tier_3,Apartment,2,1183,2,4,8,Semi-Furnished,Covered,0.55,1.2,0.98,2464,3.79,106503,2810109,High ROI
Kochi,Tier_3,Apartment,3,1362,10,0,5,Unfurnished,Open,3.03,1.87,4.87,2008,2.75,80917,2942465,Medium ROI
Agartala,Tier_3,Apartment,2,1431,1,3,5,Fully-Furnished,Open,1.38,3.74,5.27,3671,3.58,186355,5205458,High ROI
Kurnool,Tier_3,Villa,3,2882,4,0,1,Unfurnished,Covered,2.6,0.11,1.53,2999,3.78,326802,8645579,High ROI
Vijayawada,Tier_3,Independent House,2,1071,14,0,2,Fully-Furnished,Open,9.34,3.36,2.52,3299,4.26,146271,3433600,High ROI
Meerut,Tier_3,Independent House,3,1312,6,0,1,Fully-Furnished,Open,5.73,0.38,1.11,3056,4.0,160801,4020035,High ROI
Agartala,Tier_3,Villa,3,2538,6,0,2,Unfurnished,Covered,1.06,4.12,2.24,3356,3.68,331310,9003010,High ROI
Jabalpur,Tier_3,Apartment,2,888,11,5,8,Fully-Furnished,Open,0.72,2.44,2.35,2493,4.46,99734,2236200,High ROI
Mangalore,Tier_3,Apartment,4,1188,1,0,8,Semi-Furnished,Open,5.17,0.8,6.57,3059,3.31,129430,3910274,Medium ROI
Ranchi,Tier_3,Apartment,3,994,6,3,8,Fully-Furnished,Covered,10.61,3.66,3.51,2769,4.16,112181,2696666,High ROI
Jodhpur,Tier_3,Apartment,2,919,3,4,5,Fully-Furnished,Covered,7.9,1.84,2.55,3615,4.71,159418,3384671,High ROI
Aligarh,Tier_3,Independent House,1,939,5,0,1,Unfurnished,Open,2.37,0.39,5.21,2641,3.67,94234,2567692,High ROI
Agartala,Tier_3,Plot,4,1625,4,0,2,Fully-Furnished,Covered,4.23,3.33,2.99,3098,5.1,246470,4832756,High ROI
Rourkela,Tier_3,Apartment,1,1046,9,0,13,Fully-Furnished,Open,6.81,1.46,5.18,2856,4.5,133101,2957800,High ROI
Howrah,Tier_3,Apartment,1,872,3,1,8,Semi-Furnished,Covered,9.01,2.38,3.61,3077,3.67,103581,2822371,High ROI
Ghaziabad,Tier_2,Apartment,2,1087,0,0,4,Semi-Furnished,Open,5.89,3.09,7.34,4536,2.46,126393,5137945,Low ROI
Navi Mumbai,Tier_2,Apartment,3,1651,6,0,9,Unfurnished,Covered,6.98,3.55,3.39,3136,2.59,140232,5414377,Medium ROI
Vijayawada,Tier_3,Plot,2,1500,10,0,2,Fully-Furnished,Covered,3.08,3.77,4.34,2246,4.31,144468,3351926,High ROI
Tiruppur,Tier_3,Apartment,2,793,3,2,5,Semi-Furnished,Open,7.83,0.74,6.17,3157,4.52,106645,2359407,High ROI
Erode,Tier_3,Apartment,2,1206,6,3,6,Unfurnished,Covered,4.31,4.23,4.22,1921,1.5,37473,2498225,Low ROI
Solapur,Tier_3,Apartment,2,737,18,0,10,Fully-Furnished,Covered,2.56,8.0,3.2,2457,4.51,82174,1822053,High ROI
Howrah,Tier_3,Apartment,3,1345,2,5,6,Unfurnished,Open,2.9,2.74,2.88,2933,4.62,190435,4121987,High ROI
Nanded,Tier_3,Apartment,2,1104,1,1,8,Fully-Furnished,Covered,3.16,1.71,0.97,3402,4.12,166943,4052035,High ROI
Jaipur,Tier_2,Independent House,2,1035,0,0,2,Semi-Furnished,Open,4.64,0.07,8.98,5957,2.11,135065,6401200,Low ROI
Karnal,Tier_3,Apartment,2,912,9,4,6,Semi-Furnished,Open,3.84,3.89,2.9,2784,2.64,69597,2636285,Medium ROI
Gurgaon,Tier_2,Independent House,2,1019,2,0,2,Unfurnished,Open,11.05,1.05,0.03,4237,1.5,59670,3978000,Low ROI
Jodhpur,Tier_3,Apartment,2,691,0,0,3,Fully-Furnished,Open,5.16,4.71,1.47,2828,4.37,84818,1940938,High ROI
Panipat,Tier_3,Apartment,3,1502,15,2,6,Fully-Furnished,Covered,0.15,0.14,2.25,2316,4.44,161197,3630574,High ROI
Kalyan-Dombivali,Tier_3,Apartment,1,866,45,4,6,Fully-Furnished,Covered,1.41,1.26,5.62,1529,2.59,32249,1245159,Medium ROI
Kota,Tier_3,Plot,2,1237,17,0,2,Unfurnished,Open,3.53,4.01,0.71,1564,4.12,75414,1830440,High ROI
Allahabad,Tier_3,Apartment,4,1796,3,1,2,Unfurnished,None,1.05,2.74,3.53,2707,2.39,115074,4814819,Low ROI
Hubli-Dharwad,Tier_3,Apartment,3,1271,58,1,5,Semi-Furnished,None,6.0,0.14,3.98,1510,4.28,78181,1826669,High ROI
Hubli-Dharwad,Tier_3,Apartment,1,441,10,2,10,Fully-Furnished,Covered,0.64,3.46,8.13,3253,3.08,41510,1347742,Medium ROI
Kalyan-Dombivali,Tier_3,Apartment,2,1192,1,4,6,Semi-Furnished,Covered,0.01,6.1,3.97,2582,4.12,120533,2925571,High ROI
Kanpur,Tier_2,Independent House,2,980,16,0,2,Fully-Furnished,None,6.56,5.38,4.96,4556,3.86,158756,4112872,High ROI
Mangalore,Tier_3,Apartment,3,1191,0,2,5,Semi-Furnished,Covered,2.34,0.37,2.51,3314,4.41,172227,3905387,High ROI
Karnal,Tier_3,Apartment,5,1518,7,1,8,Fully-Furnished,Open,4.66,0.01,1.54,2717,3.68,151082,4105507,High ROI
Ranchi,Tier_3,Villa,3,3475,11,0,1,Unfurnished,Covered,1.39,2.46,5.04,2725,4.17,363868,8725875,High ROI
Gaya,Tier_3,Apartment,3,1231,11,0,4,Unfurnished,Open,6.63,1.81,1.77,1872,4.5,107678,2392866,High ROI
Coimbatore,Tier_3,Apartment,2,1218,1,2,8,Semi-Furnished,None,2.26,2.66,6.59,3099,3.18,128967,4055592,Medium ROI
Panipat,Tier_3,Apartment,3,1275,2,1,9,Unfurnished,None,0.51,4.8,6.0,1974,2.95,73102,2478051,Medium ROI
Solapur,Tier_3,Plot,2,1938,0,0,2,Unfurnished,Covered,4.05,4.17,7.22,2139,2.4,105678,4403271,Low ROI
Ahmedabad,Tier_1,Villa,1,2122,4,0,2,Unfurnished,Open,8.2,3.93,5.23,8306,1.73,315774,18252857,Low ROI
Agra,Tier_3,Apartment,1,994,5,1,7,Unfurnished,Open,9.85,2.04,3.74,1840,2.47,48563,1966126,Low ROI
Bikaner,Tier_3,Plot,3,1442,15,0,3,Semi-Furnished,None,9.66,2.23,5.93,2080,5.08,155703,3065036,High ROI
Gwalior,Tier_3,Apartment,3,1460,5,4,8,Unfurnished,Open,9.27,1.11,2.27,2363,3.77,139572,3702190,High ROI
Panipat,Tier_3,Villa,2,2777,20,0,3,Unfurnished,None,0.28,2.41,0.89,2645,1.92,147919,7704134,Low ROI
Vadodara,Tier_2,Apartment,1,577,14,0,3,Fully-Furnished,Open,6.19,2.86,2.97,5104,2.83,78079,2758991,Medium ROI
Varanasi,Tier_3,Apartment,3,1471,2,4,10,Semi-Furnished,Covered,7.19,1.47,4.7,2749,3.68,150972,4102517,High ROI
Gaya,Tier_3,Apartment,3,991,0,0,3,Semi-Furnished,Open,4.58,0.48,3.07,2905,2.31,67346,2915413,Low ROI
Ahmedabad,Tier_1,Villa,3,2088,9,0,1,Unfurnished,Covered,7.64,6.83,10.09,5696,1.5,182241,12149439,Low ROI
Aurangabad,Tier_3,Apartment,2,969,5,7,9,Semi-Furnished,Covered,2.9,6.0,4.03,2310,4.28,101467,2370732,High ROI
Mysore,Tier_3,Apartment,5,1660,28,3,7,Fully-Furnished,Open,5.72,2.62,0.49,2156,2.67,99303,3719232,Medium ROI
Karnal,Tier_3,Independent House,4,1616,10,0,2,Unfurnished,Open,1.0,0.01,0.13,2896,2.45,114426,4670467,Low ROI
Chandrapur,Tier_3,Apartment,1,846,3,5,8,Fully-Furnished,Open,2.93,4.51,0.57,3393,3.93,111483,2836727,High ROI
Hyderabad,Tier_1,Plot,1,967,2,0,1,Semi-Furnished,Covered,9.11,4.71,2.96,4644,3.12,144879,4643573,Medium ROI
Visakhapatnam,Tier_3,Independent House,2,818,5,0,2,Fully-Furnished,Covered,4.79,0.96,3.19,2858,4.74,117320,2475110,High ROI
Salem,Tier_3,Apartment,3,1285,11,4,6,Unfurnished,None,0.39,3.53,4.72,2267,4.79,145697,3041695,High ROI
Rajkot,Tier_3,Villa,2,2519,5,0,3,Unfurnished,Open,3.35,1.79,4.67,3294,2.21,170085,7696170,Low ROI
Nanded,Tier_3,Apartment,2,1086,11,8,10,Unfurnished,Open,5.47,2.0,5.58,1759,4.17,75396,1808077,High ROI
Kurnool,Tier_3,Independent House,2,1065,28,0,1,Fully-Furnished,Covered,1.15,0.6,2.0,2844,1.81,57965,3202496,Low ROI
Ranchi,Tier_3,Apartment,4,1447,1,6,8,Semi-Furnished,Open,1.38,0.75,1.18,2699,3.93,151550,3856253,High ROI
Agartala,Tier_3,Apartment,1,997,21,4,10,Unfurnished,None,6.74,0.62,1.67,2037,3.16,65902,2085518,Medium ROI
Kalyan-Dombivali,Tier_3,Plot,3,1437,1,0,1,Unfurnished,Covered,3.66,2.19,5.15,1908,4.47,122184,2733431,High ROI
Ludhiana,Tier_3,Independent House,3,1274,6,0,1,Semi-Furnished,Covered,0.49,4.65,3.81,3303,3.25,134375,4134633,Medium ROI
Meerut,Tier_3,Apartment,2,1058,0,1,7,Semi-Furnished,None,3.59,0.73,6.13,2470,2.94,79607,2707746,Medium ROI
Tirunelveli,Tier_3,Plot,2,1495,6,0,2,Unfurnished,Open,5.24,3.01,1.76,2321,3.19,102025,3198282,Medium ROI
Bhopal,Tier_2,Apartment,2,953,14,7,9,Unfurnished,Open,8.14,4.13,6.22,3085,2.12,58587,2763540,Low ROI
Nizamabad,Tier_3,Apartment,1,638,10,6,7,Fully-Furnished,Open,6.35,3.11,3.34,2474,3.55,60408,1701644,High ROI
Hubli-Dharwad,Tier_3,Independent House,2,1253,6,0,2,Semi-Furnished,Open,1.66,1.38,3.91,3439,2.63,116799,4441053,Medium ROI
Jhansi,Tier_3,Independent House,2,1125,7,0,1,Unfurnished,Covered,4.09,0.45,3.89,2900,3.57,118317,3314202,High ROI
Chandigarh,Tier_2,Apartment,3,1397,5,3,6,Fully-Furnished,Covered,3.82,5.77,8.91,4853,3.06,212039,6929400,Medium ROI
Ranchi,Tier_3,Independent House,3,1397,6,0,2,Fully-Furnished,Open,2.32,3.13,4.47,3205,3.5,165140,4718301,High ROI
Guwahati,Tier_3,Apartment,1,761,4,7,11,Unfurnished,Open,3.13,2.77,5.55,2032,3.74,57220,1529964,High ROI
Allahabad,Tier_3,Apartment,3,1095,1,7,8,Fully-Furnished,Open,1.45,0.45,5.09,3148,3.39,118848,3505868,Medium ROI
Panipat,Tier_3,Apartment,3,1183,1,1,9,Fully-Furnished,None,7.58,0.01,2.59,3585,4.25,172706,4063686,High ROI
Tirunelveli,Tier_3,Villa,4,2878,12,0,2,Semi-Furnished,Covered,3.35,3.07,1.76,2748,3.21,259845,8094869,Medium ROI
Aligarh,Tier_3,Independent House,2,963,13,0,3,Unfurnished,Covered,0.43,3.29,4.81,2971,3.14,91679,2919721,Medium ROI
Gurgaon,Tier_2,Villa,1,1840,0,0,3,Unfurnished,None,9.55,3.05,7.25,6470,2.37,264032,11140615,Low ROI
Kolhapur,Tier_3,Independent House,3,918,19,0,2,Semi-Furnished,Covered,1.39,5.89,1.87,2463,3.43,83429,2432358,Medium ROI
Dhanbad,Tier_3,Apartment,3,1251,4,5,11,Semi-Furnished,Open,5.88,6.25,2.43,2756,3.72,133768,3595932,High ROI
Ludhiana,Tier_3,Apartment,3,1486,1,5,8,Fully-Furnished,Open,0.38,2.65,3.21,2833,3.14,138861,4422330,Medium ROI
Warangal,Tier_3,Independent House,2,1375,10,0,3,Fully-Furnished,Covered,3.99,1.15,7.12,3920,4.63,238679,5155057,High ROI
Gwalior,Tier_3,Apartment,3,1576,4,5,6,Semi-Furnished,Open,6.58,0.49,4.39,2586,4.58,177287,3870906,High ROI
Hubli-Dharwad,Tier_3,Apartment,3,1348,14,3,7,Semi-Furnished,Open,3.79,5.15,0.69,2251,5.44,161409,2967088,High ROI
Ludhiana,Tier_3,Plot,2,1731,1,0,1,Unfurnished,Open,2.68,2.8,5.59,2598,2.77,128561,4641210,Medium ROI
Kochi,Tier_3,Apartment,2,943,14,0,3,Semi-Furnished,Open,3.64,0.96,1.81,1852,3.18,51923,1632809,Medium ROI
Bokaro,Tier_3,Plot,3,1927,13,0,2,Unfurnished,Covered,3.91,0.21,5.88,2055,4.81,187328,3894570,High ROI
Tiruchirappalli,Tier_3,Apartment,4,1543,2,2,4,Fully-Furnished,Open,4.51,3.68,0.02,2420,3.13,126215,4032449,Medium ROI
Aligarh,Tier_3,Independent House,2,879,4,0,1,Fully-Furnished,Covered,0.22,3.67,5.38,2791,2.52,59097,2345135,Medium ROI
Ongole,Tier_3,Plot,2,1445,12,0,1,Semi-Furnished,Open,5.16,0.36,1.18,1848,4.84,119162,2462037,High ROI
Dhanbad,Tier_3,Plot,3,1539,4,0,2,Semi-Furnished,Open,2.96,0.31,4.77,2388,3.96,147120,3715167,High ROI
Kolhapur,Tier_3,Apartment,2,999,2,3,4,Fully-Furnished,Open,5.43,2.67,1.82,3600,4.86,171627,3531436,High ROI
Navi Mumbai,Tier_2,Villa,5,3725,3,0,2,Semi-Furnished,Open,6.96,6.67,5.53,7090,2.17,613166,28256525,Low ROI
Vijayawada,Tier_3,Apartment,1,743,1,2,8,Semi-Furnished,Covered,3.35,0.95,0.15,3483,3.41,84672,2483068,Medium ROI
Nanded,Tier_3,Apartment,1,1013,11,8,10,Fully-Furnished,Open,4.19,0.87,5.63,2501,3.34,88779,2658061,Medium ROI
Rourkela,Tier_3,Apartment,2,847,0,8,10,Unfurnished,Open,6.82,0.75,3.58,2528,3.39,67398,1988145,Medium ROI
Cuttack,Tier_3,Apartment,2,1243,14,0,6,Unfurnished,None,4.3,3.62,6.31,1968,3.77,94440,2505042,High ROI
Kota,Tier_3,Apartment,3,1213,20,0,4,Fully-Furnished,Open,7.34,1.61,2.16,3001,4.72,165662,3509800,High ROI
Amritsar,Tier_3,Plot,3,1493,7,0,3,Semi-Furnished,Open,1.18,0.59,5.56,2543,3.39,121157,3573973,Medium ROI
Bhubaneswar,Tier_3,Apartment,2,1051,2,8,11,Fully-Furnished,Open,6.23,3.37,1.2,2778,4.67,137872,2952311,High ROI
Bhavnagar,Tier_3,Plot,1,1238,0,0,3,Fully-Furnished,Open,2.55,4.01,2.38,3255,3.84,166398,4333295,High ROI
Kolkata,Tier_1,Villa,2,3106,3,0,1,Unfurnished,Open,11.29,5.79,3.51,7566,1.5,365493,24366225,Low ROI
Meerut,Tier_3,Apartment,3,1387,2,1,4,Unfurnished,None,6.11,4.39,3.24,2768,5.5,218882,3979680,High ROI
Madurai,Tier_3,Apartment,4,1564,2,4,6,Fully-Furnished,Covered,3.27,4.84,4.94,3027,4.67,217818,4664217,High ROI
Puducherry,Tier_3,Apartment,3,1091,3,1,7,Unfurnished,Open,1.92,4.75,1.3,2003,3.95,85356,2160924,High ROI
Amritsar,Tier_3,Apartment,2,740,7,6,11,Unfurnished,Open,1.45,2.12,3.21,2795,3.06,64636,2112315,Medium ROI
Raipur,Tier_3,Apartment,1,744,4,4,10,Unfurnished,Covered,1.18,0.38,0.1,1963,4.23,62342,1473821,High ROI
Shimla,Tier_3,Apartment,2,1027,20,2,3,Unfurnished,None,6.35,3.74,2.15,1773,3.69,62112,1683257,High ROI
Nellore,Tier_3,Apartment,3,1097,1,2,13,Unfurnished,Open,6.2,0.58,3.28,2414,5.5,146469,2663078,High ROI
Kota,Tier_3,Apartment,3,951,12,2,11,Fully-Furnished,Open,5.58,2.05,5.19,2296,4.71,101866,2162778,High ROI
Nashik,Tier_3,Apartment,3,1178,7,3,5,Unfurnished,Open,2.16,0.78,5.57,2741,2.78,95339,3429468,Medium ROI
Bhopal,Tier_2,Independent House,2,1135,0,0,2,Unfurnished,Open,3.26,3.96,2.25,3867,2.37,104328,4402028,Low ROI
Nagpur,Tier_2,Apartment,3,1247,9,5,8,Semi-Furnished,Covered,4.82,3.54,6.43,4321,2.06,109024,5292458,Low ROI
Jalandhar,Tier_3,Plot,3,1263,3,0,1,Semi-Furnished,Open,3.84,2.0,2.57,1953,3.68,97458,2648336,High ROI
Jhansi,Tier_3,Apartment,2,874,13,2,6,Unfurnished,Covered,3.84,4.71,1.97,2700,4.48,110978,2477188,High ROI
Bathinda,Tier_3,Villa,3,3233,12,0,1,Fully-Furnished,None,1.68,5.53,4.88,3919,3.67,495636,13505072,High ROI
Nellore,Tier_3,Apartment,2,1096,0,3,5,Fully-Furnished,Open,4.12,1.37,5.5,2765,4.82,137547,2853692,High ROI
Rajkot,Tier_3,Apartment,3,1094,2,6,11,Semi-Furnished,Open,2.31,1.42,4.1,2632,4.28,123065,2875371,High ROI
Jodhpur,Tier_3,Apartment,3,1310,1,4,9,Semi-Furnished,Covered,2.37,2.82,5.03,3192,4.79,208974,4362725,High ROI
Puducherry,Tier_3,Apartment,3,1212,11,1,7,Unfurnished,Open,3.0,1.67,6.67,2262,3.36,98015,2917124,Medium ROI
Dehradun,Tier_3,Apartment,2,1279,9,0,3,Fully-Furnished,None,4.16,1.2,4.4,3296,4.77,197380,4137950,High ROI
Guwahati,Tier_3,Plot,1,1736,3,0,2,Fully-Furnished,Open,6.23,0.42,0.58,3140,3.11,169764,5458667,Medium ROI
Shimla,Tier_3,Villa,4,3201,0,0,1,Semi-Furnished,Covered,5.85,2.67,6.5,4746,4.16,653463,15708254,High ROI
Jaipur,Tier_2,Villa,2,2487,10,0,3,Fully-Furnished,Open,12.68,2.86,6.73,4947,1.5,181048,12069898,Low ROI
Ongole,Tier_3,Apartment,2,864,4,3,10,Fully-Furnished,Covered,2.92,0.02,4.53,3629,3.75,126692,3378467,High ROI
Tiruchirappalli,Tier_3,Independent House,2,1013,9,0,2,Unfurnished,None,3.92,5.53,1.12,2570,4.12,109350,2654130,High ROI
Navi Mumbai,Tier_2,Independent House,2,1209,3,0,3,Fully-Furnished,Covered,9.25,3.9,1.99,6275,3.63,262385,7228243,High ROI
Karnal,Tier_3,Villa,2,2354,30,0,1,Semi-Furnished,Covered,1.99,0.09,3.23,2636,4.57,299121,6545319,High ROI
Meerut,Tier_3,Independent House,2,999,7,0,3,Unfurnished,Open,1.33,5.52,5.39,2481,4.13,105572,2556246,High ROI
Jalandhar,Tier_3,Apartment,3,997,3,0,7,Fully-Furnished,None,4.84,2.03,2.62,2406,4.49,112723,2510542,High ROI
Pune,Tier_1,Apartment,2,1300,8,5,7,Semi-Furnished,Covered,10.58,3.91,3.5,6520,1.83,159950,8740477,Low ROI
Howrah,Tier_3,Apartment,2,1441,3,4,6,Semi-Furnished,None,1.86,0.6,2.4,2059,3.36,104841,3120296,Medium ROI
Rajkot,Tier_3,Plot,2,1369,2,0,2,Unfurnished,None,2.37,2.53,1.13,2557,4.02,140022,3483146,High ROI
Indore,Tier_2,Apartment,1,1052,3,6,14,Unfurnished,None,16.19,5.56,4.72,4038,2.08,82242,3953948,Low ROI
Gurgaon,Tier_2,Apartment,2,1299,6,1,7,Semi-Furnished,Open,5.84,2.09,4.83,3221,3.42,153023,4474364,Medium ROI
Meerut,Tier_3,Independent House,3,1110,25,0,1,Fully-Furnished,None,6.9,3.13,4.55,2133,4.26,106662,2503811,High ROI
Amritsar,Tier_3,Plot,2,1400,5,0,1,Fully-Furnished,None,3.7,0.44,4.24,2389,2.12,75974,3583710,Low ROI
Salem,Tier_3,Apartment,2,893,2,3,10,Semi-Furnished,Open,3.84,4.32,3.02,2567,2.34,56827,2428527,Low ROI
Pune,Tier_1,Independent House,3,1301,10,0,2,Fully-Furnished,None,5.24,5.44,9.27,7055,1.79,159500,8910619,Low ROI
Thane,Tier_2,Villa,2,2615,3,0,3,Unfurnished,Open,9.93,3.77,3.04,4541,1.73,219658,12697016,Low ROI
Solapur,Tier_3,Apartment,4,1659,2,5,6,Unfurnished,None,1.31,2.94,1.36,1755,2.05,55469,2705835,Low ROI
Tiruchirappalli,Tier_3,Independent House,1,861,17,0,1,Fully-Furnished,None,4.45,4.01,5.91,2889,3.76,86341,2296312,High ROI
Agartala,Tier_3,Plot,3,1266,12,0,2,Fully-Furnished,Open,5.27,1.76,0.66,2383,4.52,141775,3136621,High ROI
Shimla,Tier_3,Apartment,2,1181,21,5,6,Semi-Furnished,Open,6.13,3.02,1.25,2536,3.49,103760,2973079,Medium ROI
Chandigarh,Tier_2,Apartment,2,1434,13,2,3,Unfurnished,Covered,3.63,3.19,4.66,3460,3.87,184556,4768898,High ROI
Ludhiana,Tier_3,Apartment,1,738,1,4,8,Unfurnished,None,1.66,2.6,5.77,2223,3.4,59169,1740269,Medium ROI
Srinagar,Tier_3,Plot,1,800,3,0,2,Unfurnished,Covered,7.64,0.95,1.97,2172,3.82,65502,1714726,High ROI
Jalandhar,Tier_3,Apartment,2,925,46,5,9,Semi-Furnished,Open,6.07,3.01,2.72,1540,4.57,67425,1475396,High ROI
Kalyan-Dombivali,Tier_3,Apartment,3,1181,9,4,6,Unfurnished,Covered,4.1,4.58,5.11,2609,5.29,170406,3221302,High ROI
Chandigarh,Tier_2,Plot,2,1446,0,0,2,Semi-Furnished,Open,4.43,4.88,4.7,3408,2.59,120309,4645166,Medium ROI
Indore,Tier_2,Apartment,2,968,2,6,7,Fully-Furnished,Open,7.18,3.54,8.09,4207,2.03,80522,3966613,Low ROI
Ludhiana,Tier_3,Villa,4,2606,20,0,2,Unfurnished,Covered,5.56,0.78,1.19,2238,3.77,209547,5558302,High ROI
Nellore,Tier_3,Villa,2,1887,14,0,3,Unfurnished,Open,4.47,0.09,5.03,3045,4.09,246319,6022488,High ROI
Ghaziabad,Tier_2,Apartment,2,832,0,6,7,Fully-Furnished,None,12.27,4.81,9.49,5803,1.5,70291,4686122,Low ROI
